Contact Type,Email,First Name,Last Name,Mailing City,Mailing Country,Mailing State/Province,Mailing Street,Mailing Zip/Postal Code,Organization Type,Phone
Educator,Benjamin.Glover@sunwestsd.ca,Benjamin,Glover,Rosetown,Canada,Saskatchewan,"P.O. Box 744, 3670 Dolor Rd.",S2L 2V8,One-to-One Individual,818-569-6093
Adult,Jessica.Clark@gmail.com,Jessica,Clark,Ottawa,Canada,ON,"P.O. Box 744, 3670 Dolor Rd.",K6G 2M9,One-to-One Individual,(365)493-9163
Youth,Anne.Black@yahoo.com,Anne,Black,,,,,34366,School Group,2618917218
Adult,Gordon.Quinn@yahoo.ca,Gordon,Quinn,Brampton,Canada,ON,Ap #890-5562 Tempor Av.,L6T 5N7,One-to-One Individual,(955) 385-1148
Adult,Rachel.Peake@gmail.com,Rachel,Peake,Moncton,Canada,NB,Ap #890-5562 Tempor Av.,E0A 6M5,One-to-One Individual,(025)392-4406
Adult,Christopher.Manning@psd1.org,Christopher,Manning,,,,,94289,School,
Adult,Kimberly.Underwood@netscape.net,Kimberly,Underwood,Pickering,Canada,ON,600-477 Sagittis Road,L5X 3Y6,One-to-One Individual,(271) 643-6068
Adult,Kimberly.Knox@gmail.com,Kimberly,Knox,Hamilton,Canada,ON,600-477 Sagittis Road,L3T 2Y0,One-to-One Individual,(030)891-4363
Adult,Alan.Dowd@psd1.org,Alan,Dowd,,,,,89031,School,
,Elizabeth.King@yahoo.com,Elizabeth,King,Zionsville,United States,Indiana,7945 Vivamus St.,26036,One-to-One Individual,(867)-272-7196
Educator,Grace.Bower@sandhillview.com,Grace,Bower,Sunderland,United Kingdom,Durham,7945 Vivamus St.,SR6 1EN,One-to-One Individual,1052 097 3272
Youth,Gabrielle.Hodges@gmail.com,Gabrielle,Hodges,,,,,54170,School,7682290959
Adult,Nicola.Reid@icloud.com,Nicola,Reid,,United States,CA,,,One-to-One Individual,4544832604
TBD,dan.greene@tvdsb.ca,dan,greene,london,Canada,Ontario,"P.O. Box 359, 8055 Nulla Rd.",n7e 6w2,One-to-One Individual,1680648817
Corporate,Audrey.Watson@saskpower.com,Audrey,Watson,,,,,,Corporate,
Youth,Abigail.Sanderson@gmail.com,Abigail,Sanderson,Hantsport,CA,NS,Ap #262-7675 Gravida Street,B6P 0P0,One-to-One Individual,8956421857
Educator,Sue.Hart@live.com,Sue,Hart,Brooklyn,United States,NY,490-7070 Eleifend Rd.,6215,One-to-One Individual,(065) 560-6701
Corporate,Melanie.Lewis@saskpower.com,Melanie,Lewis,Regina,,SK,9169 Mauris Rd.,S3P 9S5,Corporate,(182) 450-6116
Adult,Ian.Blake@gmail.com,Ian,Blake,saskatoon,Canada,SK,9169 Mauris Rd.,s7k7c2,,9390172277
Educator,Audrey.Grant@flbsd.mb.ca,Audrey,Grant,,Canada,MB,,R8M 1T9,One-to-One Individual,226-466-6903
Corporate,Connor.Hamilton@siga.sk.ca,Connor,Hamilton,,,,,,Corporate,
,Megan.MacDonald@nf.sympatico.ca,Megan,MacDonald,Gander,Canada,Newfoundland and Labrador,"P.O. Box 785, 9726 Ac Street",A9V 4A6,One-to-One Individual,4139296926
Adult,Simon.Pullman@uagateway.org,Simon,Pullman,,United States,NY,,,One-to-One Individual,010-241-1418
Corporate,Abigail.Rutherford@siga.sk.ca,Abigail,Rutherford,,,,,,Corporate,
,Dylan.Marshall@optonline.net,Dylan,Marshall,Wyckoff,United States,New Jersey,Ap #283-8082 Arcu Rd.,183,One-to-One Individual,486-909-8951
TBD,Julian.Lawrence@gmail.com,Julian,Lawrence,Thornton,United States,Pennsylvania,766-1192 Eleifend. Ave,55848,One-to-One Individual,7531784262
Corporate,Emily.Mackay@siga.sk.ca,Emily,Mackay,Saskatoon,Canada,SK,305-1077 Purus Av.,S2N 9K8,Corporate,(985) 175-8555
,Jennifer.Coleman@gmail.com,Jennifer,Coleman,Lena,United States,Illinois,239-2649 Nullam Av.,13227,One-to-One Individual,3142210802
,Rachel.Hemmings@shaw.ca,Rachel,Hemmings,North Vancouver,Canada,British Columbia,6267 Ante Av.,V0J 6S5,One-to-One Individual,681-747-3304
Corporate,Rose.Miller@siga.sk.ca,Rose,Miller,,,,"P.O. Box 477, 7303 Blandit Rd.",,Corporate,(227) 156-4487
,Lily.Martin@crimson.ua.edu,Lily,Martin,Sanford,United States,North Carolina,"P.O. Box 477, 7303 Blandit Rd.",8062,One-to-One Individual,9660926348
,,,Forsyth,n/a,Canada,Canada,,,One-to-One Individual,
Corporate,Una.Terry@hillcompanies.com,Una,Terry,,,,,,Corporate,(433) 274-4723
,Megan.Harris@live.com,Megan,Harris,Orlando,United States,Florida,961-8038 Conubia Rd.,27662,One-to-One Individual,368-424-2520
Educator,Frank.Piper@schools.nyc.gov,Frank,Piper,,United States,NY,,,One-to-One Individual,892-423-3838
Educator,Richard.Chapman@yahoo.com,Richard,Chapman,Gurnee,United States,IL,Ap #165-5948 Id Rd.,66688,School Group,(159) 383-2927
,ryan.randall@gmail.com,ryan,randall,Lovlenad,United States,Colorado,"9943 Eleifend, St.",66800,One-to-One Individual,3661013166
Corporate,Joseph.Turner@kpmg.com,Joseph,Turner,New York,Canada,NY,"9943 Eleifend, St.",35809,One-to-One Individual,4647252092
Corporate,Faith.Johnston@pac.com,Faith,Johnston,,,,,,Corporate,
,Andrea.White@cox.net,Andrea,White,Peoria,United States,Arizona,4473 Nullam Ave,73967,One-to-One Individual,9165604506
Adult,Carol.Manning@schools.nyc.gov,Carol,Manning,,United States,NY,,,One-to-One Individual,(538) 429-2881
Corporate,Piers.Johnston@pac.com,Piers,Johnston,,,,,79782,Corporate,6841156640
,Boris.Quinn@gmail.com,Boris,Quinn,Beaverton,United States,Oregon,8462 Magna Street,97356,One-to-One Individual,9575055438
Adult,Megan.Short@schools.nyc.gov,Megan,Short,,United States,NY,,,One-to-One Individual,7 912-634-3184
Educator,Jake.Randall@positiveplace.org,Jake,Randall,,,,,,Group,
Adult,Isaac.McDonald@hotmail.com,Isaac,McDonald,Concord,Canada,ON,Ap #345-6287 Elit St.,L1K 1C3,One-to-One Individual,(842)494-6120
,Nicholas.McGrath@hotmail.com,Nicholas,McGrath,Calgary,Canada,Alberta,Ap #345-6287 Elit St.,T2W 8G1,One-to-One Individual,1605582620
Educator,Olivia.Tucker@girlsincnyc.org,Olivia,Tucker,,,,,,School,(384) 817-4542
Adult,Piers.Payne@hotmail.com,Piers,Payne,Goderich,Canada,Ontario,,N2A 5Y7,One-to-One Individual,(701)957-1947
,Elizabeth.Henderson@aol.com,Elizabeth,Henderson,Sheet Harbour,Canada,Nova Scotia,838-3725 Iaculis St.,B3j 0B6,One-to-One Individual,2033875030
Educator,Julia.Clarkson@girlsincnyc.org,Julia,Clarkson,Brooklyn,United States,NY,5252 Morbi Ave,12142,School,(553) 825-6356
Adult,Julian.Reid@sequoia.com,Julian,Reid,Sunnyvale,United States,CA,Ap #687-6368 Risus Rd.,16286,One-to-One Individual,(497)262-8671
Youth,Peter.Davies@we.org,Peter,Davies,Waterford,United Kingdom,City of London,Ap #687-6368 Risus Rd.,N2E4Y4,One-to-One Individual,4024639992
Educator,Isaac.Sharp@girlsinc.nyc.org,Isaac,Sharp,,United States,NY,,,School,3723930733
Youth,Carolyn.Jones@gmail.com,Carolyn,Jones,Seattle,United States,WA,"P.O. Box 497, 422 Quis, Avenue",3880,One-to-One Individual,(523)939-8383
Educator,Olivia.Morrison@cps.edu,Olivia,Morrison,Chicago,United States,IL,"P.O. Box 497, 422 Quis, Avenue",17558,One-to-One Individual,050-973-7875
Adult,Connor.Roberts@roadstosuccess.org,Connor,Roberts,,United States,NY,,,After-School Affiliate,139-816-3804 Ext. 084
Adult,Megan.Randall@materdei.org,Megan,Randall,Whittier,United States,CA,"P.O. Box 299, 7474 Donec Rd.",61399,One-to-One Individual,(556)995-3522
Educator,Christopher.MacLeod@ocde.us,Christopher,MacLeod,,United States,CA,,,One-to-One Individual,6525662225
Adult,Carol.Anderson@aol.com,Carol,Anderson,,United States,NY,,,After-School Affiliate,1921668743
,Angela.Walker@casott.on.ca,Angela,Walker,,,,,,One-to-One Individual,
,Emma.Bower@zoomtown.com,Emma,Bower,Florence,United States,Kentucky,8490 Nunc Ave,99038,One-to-One Individual,818-969-9419
Educator,.Newman@gcpschool.com,,Newman,,,,,,School,(541) 551-5267
Adult,Boris.Campbell@winnipegharvest.org,Boris,Campbell,Winnipeg,Canada,MB,Ap #756-4811 Accumsan St.,R6E 4S8,One-to-One Individual,4538027984
,Victoria.Gray@outlook.com,Victoria,Gray,Kellyville,Australia,NSW,Ap #756-4811 Accumsan St.,8543,One-to-One Individual,(38) 34384770
Adult,Alexander.Baker@yahoo.com,Alexander,Baker,,United States,NY,,,After-School Affiliate,9756427495
Corporate,Hannah.Piper@telus.com,Hannah,Piper,Vancouver,Canada,British Columbia,Ap #273-3559 Egestas. Rd.,V8N 3G9,One-to-One Individual,517-573-2324
,Max.Simpson@yahoo.com,Max,Simpson,Brighton,United States,Michigan,625-9162 Lorem. Ave,63254,One-to-One Individual,5702343458
Educator,Victor.Watson@gateshead.gov.uk,Victor,Watson,Gateshead,United Kingdom,Tyne and Wear,625-9162 Lorem. Ave,ne9 5ss,School,2060 5201699
,Sonia.Hardacre@gmail.com,Sonia,Hardacre,,,,,,One-to-One Individual,
,Keith.Kerr@yahoo.com,Keith,Kerr,LYNNWOOD,United States,Washington,5275 Nascetur St.,15034,One-to-One Individual,3186910922
Educator,Jake.Cameron@gatedu.org,Jake,Cameron,Gateshead,United Kingdom,Tyne And Wear,163-4905 Dignissim Avenue,NE8 1SS,School,3283 2072864
,Caroline.Bailey@gmail.com,Caroline,Bailey,Toronto,Canada,Ontario,4608 Quam. St.,M0V7M4,One-to-One Individual,236735603
,Kimberly.Piper@yahoo.com,Kimberly,Piper,Houston,United States,Texas,"P.O. Box 953, 7393 Tristique Avenue",15339,One-to-One Individual,4569613710
Educator,Jasmine.Knox@durhamlearning.net,Jasmine,Knox,Bishop Auckland,United Kingdom,Durham,800-6248 Iaculis Ave,DL26 8EN,School,28639 435210
,Maria.Smith@gmail.com,Maria,Smith,Johnsonville,United States,New York,"Ap #472-4550 Et, St.",6043,One-to-One Individual,1010559516
,Rachel.Newman@gmail.com,Rachel,Newman,Loves park,United States,Illinois,Ap #333-192 Tempus Road,5224,One-to-One Individual,2703536108
Educator,Emily.Terry@stbegasschool.org.uk,Emily,Terry,Hartlepool,United Kingdom,County Durham,3232 Eu Rd.,TS29 8DX,School,44924 742555
,Matt.Springer@gmail.com,Matt,Springer,Orlando,United States,Florida,341-2206 Nunc Ave,44843,One-to-One Individual,4294741430
,Deirdre.Metcalfe@calpoly.edu,Deirdre,Metcalfe,san lui obispo,United States,California,341-2206 Nunc Ave,50144,One-to-One Individual,2368672715
Adult,Richard.Springer@duesd.org,Richard,Springer,,,,,55938,School,
,,,Jones,,Canada,,,,One-to-One Individual,
,Connor.Walsh@aol.com,Connor,Walsh,Los Angeles,United States,California,"806-1087 Mauris, Ave",92507,One-to-One Individual,409573088
Educator,JANE.ROSS@mail.fresnostate.edu,JANE,ROSS,Fresno,United States,CA,"P.O. Box 247, 8789 Ornare. St.",56663,School,6122675587
,Caroline.Edmunds@gmail.com,Caroline,Edmunds,Carrollton,United States,Texas,"P.O. Box 651, 8734 Justo St.",88337,One-to-One Individual,7762177899
,Charles.Cameron@icloud.com,Charles,Cameron,Sammamish,United States,Washington,"P.O. Box 651, 8734 Justo St.",38082,One-to-One Individual,4990491577
Adult,Phil.Cornish@csufresno.edu,Phil,Cornish,,,,,86249,School,
,Joshua.Grant@medavail.com,Joshua,Grant,Hillsburgh,Canada,Ontario,Ap #694-9734 Natoque Rd.,N1B 6Z0,One-to-One Individual,1152148835
,Peter.Glover@yahoo.com,Peter,Glover,Wyckoff,United States,New York,3489 Arcu Rd.,119,One-to-One Individual,117675789
Educator,Kevin.McLean@mail.fresnostate.edu,Kevin,McLean,Fresno,United States,CA,334-2036 Tincidunt Av.,32829,School,(855) 839-8142
,Lillian.Kerr@gmail.com,Lillian,Kerr,Norman,United States,Oklahoma,369-5059 Cursus Rd.,15044,One-to-One Individual,5325794233
,Nicholas.Vance@gmail.com,Nicholas,Vance,Venice,United States,Florida,"P.O. Box 385, 7840 Imperdiet, St.",71512,One-to-One Individual,4388030357
Educator,Phil.Jackson@gmail.com,Phil,Jackson,Brooklyn,United States,NY,Ap #894-5488 Ante. Ave,5703,School,
,Lily.Slater@hotmail.com,Lily,Slater,Renton,United States,Washington,Ap #906-292 Nisl Road,39029,One-to-One Individual,4259294166
,Emma.Langdon@hotmail.com,Emma,Langdon,Niagara Falls,Canada,Ontario,Ap #906-292 Nisl Road,L3H 3G5,One-to-One Individual,364084291
Corporate,Jacob.Jones@247laundryservice.com,Jacob,Jones,,,,,,Corporate,
,Julian.Wilkins@gmail.com,Julian,Wilkins,Toronto,Canada,Ontario,7965 Justo Ave,M8M 1L0,One-to-One Individual,885-959-9957
,Diana.Piper@hotmail.com,Diana,Piper,Bowmanville,Canada,Ontario,7965 Justo Ave,L7C7Z5,One-to-One Individual,45676759269
Corporate,Penelope.Oliver@la24.org,Penelope,Oliver,,,,,,Corporate,
Youth,Sarah.Newman@gmail.com,Sarah,Newman,Ottawa,Canada,Ontario,Ap #171-4762 Aliquam St.,K4Y 9B6,One-to-One Individual,5507679959
,Grace.Peters@yahoo.com,Grace,Peters,Jacksonville,United States,Florida,Ap #171-4762 Aliquam St.,21929,One-to-One Individual,5299255599
Corporate,Ruth.Ross@la24.org,Ruth,Ross,,,,,,Corporate,
Youth,Sally.Alsop@prs26.ca,Sally,Alsop,,,,,T9O 8O0,,6117750046
,Karen.Vaughan@gmail.com,Karen,Vaughan,South Plainfield,United States,New Jersey,315-6932 Ante Rd.,4904,One-to-One Individual,211-307-6274
Corporate,Penelope.Ferguson@la24.org,Penelope,Ferguson,,,,,,Corporate,
,Christopher.Churchill@gmail.com,Christopher,Churchill,Oakville,Canada,Ontario,"P.O. Box 458, 3224 Ut Street",L0M 9W7,One-to-One Individual,8182451082
TBD,Vanessa.Hudson@sbcglobal.net,Vanessa,Hudson,Springfield,United States,Missouri,"P.O. Box 458, 3224 Ut Street",82956,One-to-One Individual,8077404855
Corporate,Amy.Ince@la24.org,Amy,Ince,,,,,,Corporate,
,Bella.Churchill@gmail.com,Bella,Churchill,Thornton,United States,Colorado,Ap #709-801 Augue Road,62776,One-to-One Individual,1985405216
TBD,Vanessa.MacDonald@hotmail.com,Vanessa,MacDonald,Georgetown,Canada,Ontario,Ap #709-801 Augue Road,L4G4C6,One-to-One Individual,1339379442
Corporate,Audrey.Vance@la24.org,Audrey,Vance,,,,,,Corporate,
,Joshua.James@gmail.com,Joshua,James,Walnut Creek,United States,California,"P.O. Box 524, 4215 Rhoncus Rd.",69807,One-to-One Individual,9606512880
,Grace.Oliver@yahoo.com,Grace,Oliver,Kaukauna,United States,New York,"P.O. Box 524, 4215 Rhoncus Rd.",54511,One-to-One Individual,5969327291
Adult,Sue.Arnold@gmail.com,Sue,Arnold,,,,,57435,School,
,Mary.Henderson@gmail.com,Mary,Henderson,Camrose,Canada,Alberta,"P.O. Box 690, 9579 Consequat Street",T1V 2M1,One-to-One Individual,7919295415
TBD,Eric.Ince@aol.com,Eric,Ince,Louisville,United States,Kentucky,"P.O. Box 690, 9579 Consequat Street",35544,One-to-One Individual,1612858564
Corporate,,Andrea,Davidson,NYC,USA,NY,,,Corporate,
Adult,Joseph.Thomson@outlook.com,Joseph,Thomson,Woodbridge,Canada,ON,7511 Interdum Rd.,L6H 3H0,One-to-One Individual,(173)866-7813
,Anne.Robertson@hotmail.com,Anne,Robertson,Toronto,Canada,Ontario,7511 Interdum Rd.,M3E 9J7,One-to-One Individual,7201636680
Corporate,Thomas.Fisher@fox.com,Thomas,Fisher,LA,USA,CA,,,Corporate,
Adult,Brandon.Butler@hotmail.com,Brandon,Butler,Terryville,United States,CT,3884 Ipsum. Road,6258,One-to-One Individual,(692)355-7518
,Max.Fraser@gmail.com,Max,Fraser,Hastings,United States,Minnesota,"721-440 Id, Av.",36062,One-to-One Individual,3063417393
Educator,Christian.Simpson@gmail.com,Christian,Simpson,Curepe,Trinidad and Tobago,Not Applicable,280-6906 Fermentum Av.,Not Applicable,School,79328330666
Corporate,Tim.Dickens@yahoo.com,Tim,Dickens,San Mateo,United States,CA,"P.O. Box 785, 8269 Luctus. Ave",58438,One-to-One Individual,(407)472-1123
,Gordon.Henderson@gmail.com,Gordon,Henderson,Edina,United States,Minnesota,"576-127 Eu, Street",67572,One-to-One Individual,1403525687
Educator,Matt.Lambert@gmail.com,Matt,Lambert,Trincity,Trinidad and Tobago,Tunapuna-Piarco Regional Corporation,898-6859 Pharetra Rd.,8653,School,086-097-4415
Adult,Carl.Hudson@hotmail.com,Carl,Hudson,Surrey,Canada,BC,171-6799 Pharetra Avenue,V5N 7B1,One-to-One Individual,(433)198-0443
,Sebastian.Hunter@hotmial.com,Sebastian,Hunter,Cambridge,United States,Ohio,"P.O. Box 618, 4636 Odio. Rd.",49683,One-to-One Individual,6846638290
Educator,Audrey.Miller@gmail.com,Audrey,Miller,Port Of Spain,Trinidad and Tobago,na,9160 Volutpat. St.,na,School,1-044-841-3660
,Anthony.Peters@msn.com,Anthony,Peters,Omaha,United States,Nebraska,Ap #124-6774 Nec St.,17306,One-to-One Individual,3536451521
,Joe.McGrath@gmail.com,Joe,McGrath,Lowell,United States,Michigan,544 Mi. St.,29782,One-to-One Individual,8448010660
Educator,Kimberly.Clark@hotmail.com,Kimberly,Clark,Chaguanas,Trinidad and Tobago,nil,"P.O. Box 649, 2773 Lacus. Avenue",6,School,5596707639
,Claire.McLean@gmail.com,Claire,McLean,Markham,Canada,Ontario,Ap #369-9112 Eleifend. Rd.,L7R 3T0,One-to-One Individual,9934007644
,Zoe.Payne@hotmail.com,Zoe,Payne,Melbourne,Australia,Victoria,Ap #845-4040 Quis Ave,4859,One-to-One Individual,861372473
Educator,Carol.Wright@gmail.com,Carol,Wright,Port of Spain,Trinidad and Tobago,Port of Spain,"P.O. Box 354, 4768 Rhoncus. St.",601,School,506-7719 or 994-2431
,Karen.Greene@gmail.com,Karen,Greene,Ottawa,Canada,Ontario,"P.O. Box 368, 5495 Dictum Avenue",K9R 1E3,One-to-One Individual,1579261524
,Melanie.Hughes@live.ca,Melanie,Hughes,Greenfield Park,Canada,Quebec,668-2356 Ac Street,j3v 1z8,One-to-One Individual,5435889506
Educator,Jessica.Skinner@moe.edu.tt,Jessica,Skinner,Princes Town,Trinidad and Tobago,Princes Town,797-1904 Etiam Ave,n/a,School,4-406-610-9727
,Blake.Campbell@yahoo.com,Blake,Campbell,Laurel,United States,Maryland,170-9637 Turpis Rd.,57701,One-to-One Individual,302-931-7149
,Neil.Campbell@gmail.com,Neil,Campbell,New Castle,United States,Colorado,"Ap #812-9195 Consequat, Street",92764,One-to-One Individual,1329249788
Educator,Andrew.Bower@hotmail.com,Andrew,Bower,Port of Spain,Trinidad and Tobago,mmm,5304 Nec Ave,kkk,School,14133067673
,,,Rees,Toronto,Canada,Ontario,"P.O. Box 711, 3058 Malesuada Av.",M5A4L0,One-to-One Individual,
,Stephanie.Cameron@gmail.com,Stephanie,Cameron,Kingston,Canada,Ontario,812-7756 Sociis Street,K1P0K8,One-to-One Individual,4276565769
Educator,Emily.Young@gmail.com,Emily,Young,Port of Spain,Trinidad and Tobago,Trinidad and Tobago,812-7756 Sociis Street,71214,School,1 169 163 9622
,,,Pullman,,,,,,One-to-One Individual,
TBD,Frank.Harris@we.org,Frank,Harris,Toronto,Canada,ON,213 Eget Avenue,M5A7L5,One-to-One Individual,
Educator,Amelia.Terry@gmail.com,Amelia,Terry,Morvant,Trinidad and Tobago,N/A,9857 Magna. Street,N/A,School,6166043702
,Dorothy.Lawrence@gmail.com,Dorothy,Lawrence,new jersey,United States,New York,Ap #587-3262 Arcu. Rd.,2617,One-to-One Individual,+5 286 612-138-9849
,Maria.Rees@gmail.com,Maria,Rees,Woodland,United States,Washington,"489 Vitae, Rd.",57975,One-to-One Individual,543480975
Educator,Irene.Reid@hotmail.com,Irene,Reid,Claxton Bay,Trinidad and Tobago,West Indies,999-8551 Orci Av.,1,School,(508) 064-3832
Educator,Alan.Mitchell@ugdsb.on.ca,Alan,Mitchell,GUELPH,Canada,Ontario,697-5392 Maecenas St.,N2G 5S2,One-to-One Individual,1962671544
TBD,Sam.Johnston@we.org,Sam,Johnston,Toronto,Canada,ON,697-5392 Maecenas St.,M9A2L6,One-to-One Individual,
Educator,Max.Lewis@sasktel.net,Max,Lewis,,Canada,SK,,,School Group,467 126 5623
Adult,,Claire,Avery,San Anselmo,United States,CA,"P.O. Box 859, 7301 Auctor Av.",85081,One-to-One Individual,
,Diana.Bond@rogers.com,Diana,Bond,Toronto,Canada,Ontario,"P.O. Box 859, 7301 Auctor Av.",M5B 8N1,One-to-One Individual,8345526315
Educator,Ian.Morgan@rbe.sk.ca,Ian,Morgan,,,,,,School Group,558 974 2188
Adult,,Christian,Parsons,Brentwood,United States,CA,"1996 In, Street",33633-,One-to-One Individual,
,Mary.Young@gmail.com,Mary,Young,Walnut Creek,United States,California,"1996 In, Street",72637,One-to-One Individual,221-465-7212
Adult,Kylie.Young@novitasacademy.org,Kylie,Young,,United States,ID,,,School,112-202-0231
,Brian.Lawrence@severnwoods.com,Brian,Lawrence,Toronto,Canada,Ontario,Ap #825-2683 Curabitur Rd.,M7K 9T0,One-to-One Individual,7971000131
Youth,Jacob.Piper@gmail.com,Jacob,Piper,,United States,TX,,,One-to-One Individual,
Educator,Pippa.Johnston@gmail.com,Pippa,Johnston,,,,,,School,
Adult,,Michael,Wilkins,Calgary,Canada,AB,1120 Parturient St.,T6V 3Z8,One-to-One Individual,
,Benjamin.Reid@hotmail.com,Benjamin,Reid,Apex,United States,North Carolina,1120 Parturient St.,96797,One-to-One Individual,834781550
Educator,Sally.Mackenzie@novitasacademy.org,Sally,Mackenzie,,,,,,School,(109) 632-9122
,Alexander.Slater@yahoo.com,Alexander,Slater,Baton Rouge,United States,Louisiana,"P.O. Box 407, 4786 Neque Av.",314,One-to-One Individual,268594479
,Oliver.King@aol.com,Oliver,King,Nottingham,United States,Pennsylvania,"P.O. Box 407, 4786 Neque Av.",36909,One-to-One Individual,3435643340
TBD,Paul.Sanderson@gmail.com,Paul,Sanderson,,,,,,School Group,223-355-6991
,Ian.Ferguson@me.com,Ian,Ferguson,Bedford,Canada,Nova Scotia,4675 Cras Av.,B8B1S2,One-to-One Individual,(079)210-6213
,Lily.Churchill@hotmail.com,Lily,Churchill,Baldwin,United States,New York,4675 Cras Av.,9608,One-to-One Individual,9389600324
Educator,Jessica.Gray@vsb.bc.ca,Jessica,Gray,,,,,,School Group,
Youth,Carl.Glover@gmail.com,Carl,Glover,,,,,,One-to-One Individual,
,Oliver.Arnold@gmail.com,Oliver,Arnold,Mc Murray,United States,Pennsylvania,5993 Et Street,98875,One-to-One Individual,2767723451
Educator,Gordon.Forsyth@sd69.bc.ca,Gordon,Forsyth,,,,,,School Group,(644) 806-6377
,Kevin.Langdon@telus.net,Kevin,Langdon,Courtenay,Canada,BC,,,One-to-One Individual,
,Jasmine.Forsyth@gmail.com,Jasmine,Forsyth,South Jordan,United States,Utah,"8676 A, Rd.",70742,One-to-One Individual,89033136
Youth,William.Sanderson@we.org,William,Sanderson,,Canada,BC,,,School Group,(476) 436-2146
,Theresa.MacLeod@gmail.com,Theresa,MacLeod,Barrie,Canada,Ontario,"P.O. Box 242, 3354 Mauris St.",L5N 1E0,One-to-One Individual,4650286965
Educator,Sean.Lee@schools.nyc.gov,Sean,Lee,,United States,NY,,,One-to-One Individual,4789624321
Adult,Virginia.Nolan@uncommonunion.com,Virginia,Nolan,,,,,62082,One-to-One Individual,6516389963
,Donna.MacLeod@hotmail.com,Donna,MacLeod,Barrie,Canada,Ontario,4473 Nullam Ave,L5N3Y6,One-to-One Individual,9872593086
,Ian.Knox@gmail.com,Ian,Knox,Ringgold,United States,Georgia,4473 Nullam Ave,52606,One-to-One Individual,5431633749
Adult,,Leah,Ince,,,,,,One-to-One Individual,
Educator,Amanda.Ball@msvl.k12.wa.us,Amanda,Ball,Tulalip,United States,Washington,371-4503 Aliquam Avenue,21333,One-to-One Individual,9962585817
,Alan.North@hotmail.com,Alan,North,Trois-Rivières,Canada,Quebec,371-4503 Aliquam Avenue,G5T6L3,One-to-One Individual,105861178
Adult,,Stephen,Mitchell,,,,,,Corporate,
,David.Springer@yahoo.com,David,Springer,Aurora,Canada,Ontario,Ap #565-9745 Vel St.,L2G8J1,One-to-One Individual,746-720-3330
,sebastian.slater@hotmail.fr,sebastian,slater,Chibougamau,Canada,Quebec,Ap #565-9745 Vel St.,G7P 7K3,One-to-One Individual,470-540-8871
Adult,,Anna,Turner,,,,,,Corporate,
,Owen.Quinn@hotmail.com,Owen,Quinn,Edmonton,Canada,Alberta,5252 Morbi Ave,T5Z0V3,One-to-One Individual,6926820806
,Karen.Lee@gmail.com,Karen,Lee,Augusta,United States,Georgia,5252 Morbi Ave,23934,One-to-One Individual,3357527472
Adult,,Joan,Hunter,,,,,,One-to-One Individual,
Youth,Julia.Fraser@hotmail.com,Julia,Fraser,St. Peters,United States,Missouri,"Ap #981-7538 Eu, St.",34194,One-to-One Individual,6586307300
,Gavin.Graham@gmail.com,Gavin,Graham,Waco,United States,Texas,"Ap #981-7538 Eu, St.",3293,One-to-One Individual,2607136493
Adult,,Diana,Kelly,,,,,,One-to-One Individual,
Youth,Diane.Newman@gmail.com,Diane,Newman,Old Bridge,United States,New Jersey,"P.O. Box 299, 7474 Donec Rd.",9945,One-to-One Individual,8699404843
,Steven.Chapman@aol.com,Steven,Chapman,North Attleboro,United States,Massachusetts,"P.O. Box 299, 7474 Donec Rd.",5902,One-to-One Individual,853-803-4563
Adult,,Claire,Abraham,,,,,,One-to-One Individual,
Adult,Alison.Harris@outlook.com,Alison,Harris,Medford,United States,OR,"P.O. Box 760, 5052 Orci Avenue",57316,One-to-One Individual,(316)900-6448
,gabrielle.Tucker@yahoo.com,gabrielle,Tucker,kinnelon,United States,New Jersey,"P.O. Box 760, 5052 Orci Avenue",3484,One-to-One Individual,8130585071
Adult,,Anna,Walker,,,,,,One-to-One Individual,
,.Skinner@annalect.com,,Skinner,,,,,,One-to-One Individual,
,Sue.Harris@gmail.com,Sue,Harris,St.Catharines,Canada,Ontario,Ap #756-4811 Accumsan St.,L7M 6C7,One-to-One Individual,085 375 4698
Adult,,Robert,Vaughan,,,,,,One-to-One Individual,
Adult,Piers.Peake@hcdsb.org,Piers,Peake,Hamilton,Canada,ON,Ap #273-3559 Egestas. Rd.,L3M 5H0,One-to-One Individual,(920)519-1962
,joan.underwood@gmail.com,joan,underwood,atlanta,United States,Georgia,Ap #273-3559 Egestas. Rd.,58672,One-to-One Individual,4718090400
Adult,,Carl,Parr,,,,,,One-to-One Individual,
Educator,Charles.Langdon@teachhumane.org,Charles,Langdon,,United States,NY,,,One-to-One Individual,29699142
Youth,Emily.Slater@cps.edu,Emily,Slater,,United States,IL,,,One-to-One Individual,525-418-2324
Adult,,Evan,Coleman,,,,,,One-to-One Individual,
,.Young@sbcglobal.net,,Young,Hudson,United States,WI,"Ap #351-1527 Egestas, Road",19685,One-to-One Individual,108-824-6228
TBD,Alexander.White@yahoo.com,Alexander,White,Gadsden,United States,Alabama,5275 Nascetur St.,98250,One-to-One Individual,762661601
Educator,Sue.Duncan@durhamlearning.net,Sue,Duncan,"West Auckland, Bishop Auckland",United Kingdom,County Durham,163-4905 Dignissim Avenue,DL12 9JJ,School,51853 285408
